GeoID,Location_Name,State,State_Abbr,County,Year,Total_Households,Poverty_Households,ALICE_Households,Above_ALICE_Households,Poverty_Rate_Pct,ALICE_Rate_Pct,Combined_Rate_Pct,RC_Chapter,RC_Chapter_Code,RC_Region,RC_Region_Code,RC_Division,RC_Division_Code,RC_FEMA_Region
01021,"Chilton County, Alabama",Alabama,AL,Chilton,2023,17554,2439,5462,9653,13.9,31.1,45.0,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01023,"Choctaw County, Alabama",Alabama,AL,Choctaw,2023,5174,1170,1662,2342,22.6,32.1,54.7,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01025,"Clarke County, Alabama",Alabama,AL,Clarke,2023,8452,1719,2814,3919,20.3,33.3,53.6,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01027,"Clay County, Alabama",Alabama,AL,Clay,2023,5765,1038,1675,3052,18.0,29.1,47.1,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01029,"Cleburne County, Alabama",Alabama,AL,Cleburne,2023,5849,906,1892,3051,15.5,32.3,47.8,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01031,"Coffee County, Alabama",Alabama,AL,Coffee,2023,20860,3695,5566,11599,17.7,26.7,44.4,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01033,"Colbert County, Alabama",Alabama,AL,Colbert,2023,24217,4031,7063,13123,16.6,29.2,45.8,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01035,"Conecuh County, Alabama",Alabama,AL,Conecuh,2023,4528,1018,1737,1773,22.5,38.4,60.8,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01037,"Coosa County, Alabama",Alabama,AL,Coosa,2023,4201,533,1299,2369,12.7,30.9,43.6,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01039,"Covington County, Alabama",Alabama,AL,Covington,2023,14495,2853,4733,6909,19.7,32.7,52.3,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01041,"Crenshaw County, Alabama",Alabama,AL,Crenshaw,2023,5075,1043,1851,2181,20.6,36.5,57.0,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01043,"Cullman County, Alabama",Alabama,AL,Cullman,2023,35961,6971,10436,18554,19.4,29.0,48.4,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01045,"Dale County, Alabama",Alabama,AL,Dale,2023,19769,3614,5935,10220,18.3,30.0,48.3,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01047,"Dallas County, Alabama",Alabama,AL,Dallas,2023,15416,4289,5352,5775,27.8,34.7,62.5,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01049,"DeKalb County, Alabama",Alabama,AL,DeKalb,2023,27182,6005,9476,11701,22.1,34.9,57.0,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01051,"Elmore County, Alabama",Alabama,AL,Elmore,2023,32529,3373,9812,19344,10.4,30.2,40.5,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01053,"Escambia County, Alabama",Alabama,AL,Escambia,2023,12781,3010,4563,5208,23.6,35.7,59.3,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01055,"Etowah County, Alabama",Alabama,AL,Etowah,2023,40027,7716,13399,18912,19.3,33.5,52.8,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01057,"Fayette County, Alabama",Alabama,AL,Fayette,2023,6051,1212,2015,2824,20.0,33.3,53.3,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01059,"Franklin County, Alabama",Alabama,AL,Franklin,2023,11593,1905,4098,5590,16.4,35.3,51.8,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01061,"Geneva County, Alabama",Alabama,AL,Geneva,2023,10550,1800,3573,5177,17.1,33.9,50.9,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01063,"Greene County, Alabama",Alabama,AL,Greene,2023,3037,1092,1056,889,36.0,34.8,70.7,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01065,"Hale County, Alabama",Alabama,AL,Hale,2023,5541,1510,1992,2039,27.3,36.0,63.2,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01067,"Henry County, Alabama",Alabama,AL,Henry,2023,6684,1102,2162,3420,16.5,32.3,48.8,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01069,"Houston County, Alabama",Alabama,AL,Houston,2023,44880,7907,12234,24739,17.6,27.3,44.9,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01071,"Jackson County, Alabama",Alabama,AL,Jackson,2023,21186,3689,7129,10368,17.4,33.6,51.1,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01073,"Jefferson County, Alabama",Alabama,AL,Jefferson,2023,272648,42232,81745,148671,15.5,30.0,45.5,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01075,"Lamar County, Alabama",Alabama,AL,Lamar,2023,4987,896,1875,2216,18.0,37.6,55.6,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01077,"Lauderdale County, Alabama",Alabama,AL,Lauderdale,2023,41199,5827,10129,25243,14.1,24.6,38.7,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01079,"Lawrence County, Alabama",Alabama,AL,Lawrence,2023,13145,1882,4029,7234,14.3,30.7,45.0,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01081,"Lee County, Alabama",Alabama,AL,Lee,2023,74799,15634,19742,39423,20.9,26.4,47.3,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01083,"Limestone County, Alabama",Alabama,AL,Limestone,2023,40021,4006,11570,24445,10.0,28.9,38.9,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01085,"Lowndes County, Alabama",Alabama,AL,Lowndes,2023,4161,1110,1615,1436,26.7,38.8,65.5,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01087,"Macon County, Alabama",Alabama,AL,Macon,2023,7151,1612,2682,2857,22.5,37.5,60.0,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01089,"Madison County, Alabama",Alabama,AL,Madison,2023,168996,17721,41069,110206,10.5,24.3,34.8,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01091,"Marengo County, Alabama",Alabama,AL,Marengo,2023,7615,1907,2313,3395,25.0,30.4,55.4,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01093,"Marion County, Alabama",Alabama,AL,Marion,2023,10874,2110,3714,5050,19.4,34.2,53.6,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01095,"Marshall County, Alabama",Alabama,AL,Marshall,2023,36274,6616,10095,19563,18.2,27.8,46.1,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01097,"Mobile County, Alabama",Alabama,AL,Mobile,2023,163963,28044,55417,80502,17.1,33.8,50.9,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01099,"Monroe County, Alabama",Alabama,AL,Monroe,2023,7396,1782,2692,2922,24.1,36.4,60.5,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01101,"Montgomery County, Alabama",Alabama,AL,Montgomery,2023,92816,15753,26077,50986,17.0,28.1,45.1,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01103,"Morgan County, Alabama",Alabama,AL,Morgan,2023,49759,5836,13589,30334,11.7,27.3,39.0,ARC serving North Alabama,01192,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01105,"Perry County, Alabama",Alabama,AL,Perry,2023,3195,749,1666,780,23.4,52.1,75.6,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01107,"Pickens County, Alabama",Alabama,AL,Pickens,2023,6946,1496,2496,2954,21.5,35.9,57.5,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01109,"Pike County, Alabama",Alabama,AL,Pike,2023,12605,2861,4463,5281,22.7,35.4,58.1,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01111,"Randolph County, Alabama",Alabama,AL,Randolph,2023,9127,1859,2514,4754,20.4,27.5,47.9,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01113,"Russell County, Alabama",Alabama,AL,Russell,2023,23784,5102,7761,10921,21.5,32.6,54.1,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01115,"St. Clair County, Alabama",Alabama,AL,St. Clair,2023,34477,3683,10192,20602,10.7,29.6,40.2,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01117,"Shelby County, Alabama",Alabama,AL,Shelby,2023,88270,8506,22719,57045,9.6,25.7,35.4,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01119,"Sumter County, Alabama",Alabama,AL,Sumter,2023,4765,1172,2048,1545,24.6,43.0,67.6,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01121,"Talladega County, Alabama",Alabama,AL,Talladega,2023,34080,6209,6766,21105,18.2,19.9,38.1,ARC serving Mid Alabama,01019,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01123,"Tallapoosa County, Alabama",Alabama,AL,Tallapoosa,2023,16548,2671,5277,8600,16.1,31.9,48.0,ARC serving Central East Alabama,01216,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01125,"Tuscaloosa County, Alabama",Alabama,AL,Tuscaloosa,2023,93966,16878,28556,48532,18.0,30.4,48.4,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01127,"Walker County, Alabama",Alabama,AL,Walker,2023,24843,4736,7549,12558,19.1,30.4,49.5,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01129,"Washington County, Alabama",Alabama,AL,Washington,2023,5678,1249,1409,3020,22.0,24.8,46.8,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01131,"Wilcox County, Alabama",Alabama,AL,Wilcox,2023,3693,1100,1406,1187,29.8,38.1,67.9,ARC serving South Alabama,01208,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
01133,"Winston County, Alabama",Alabama,AL,Winston,2023,9328,1899,2987,4442,20.4,32.0,52.4,ARC serving Central West Alabama,01288,Alabama and Mississippi Region,01R04,Southeast and Caribbean Division,D25,IV
05001,"Arkansas County, Arkansas",Arkansas,AR,Arkansas,2023,6587,993,1721,3873,15.1,26.1,41.2,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05003,"Ashley County, Arkansas",Arkansas,AR,Ashley,2023,7199,1655,2468,3076,23.0,34.3,57.3,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05005,"Baxter County, Arkansas",Arkansas,AR,Baxter,2023,19289,2725,6996,9568,14.1,36.3,50.4,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05007,"Benton County, Arkansas",Arkansas,AR,Benton,2023,117446,9816,23721,83909,8.4,20.2,28.6,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05009,"Boone County, Arkansas",Arkansas,AR,Boone,2023,15232,2211,4729,8292,14.5,31.0,45.6,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05011,"Bradley County, Arkansas",Arkansas,AR,Bradley,2023,3600,930,1129,1541,25.8,31.4,57.2,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05013,"Calhoun County, Arkansas",Arkansas,AR,Calhoun,2023,1584,211,516,857,13.3,32.6,45.9,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05015,"Carroll County, Arkansas",Arkansas,AR,Carroll,2023,11106,1864,3504,5738,16.8,31.6,48.3,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05017,"Chicot County, Arkansas",Arkansas,AR,Chicot,2023,3919,1042,1210,1667,26.6,30.9,57.5,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05019,"Clark County, Arkansas",Arkansas,AR,Clark,2023,8147,1782,2243,4122,21.9,27.5,49.4,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05021,"Clay County, Arkansas",Arkansas,AR,Clay,2023,6116,1094,1880,3142,17.9,30.7,48.6,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05023,"Cleburne County, Arkansas",Arkansas,AR,Cleburne,2023,10458,1400,3389,5669,13.4,32.4,45.8,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05025,"Cleveland County, Arkansas",Arkansas,AR,Cleveland,2023,2793,417,1078,1298,14.9,38.6,53.5,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05027,"Columbia County, Arkansas",Arkansas,AR,Columbia,2023,8361,1901,2638,3822,22.7,31.6,54.3,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05029,"Conway County, Arkansas",Arkansas,AR,Conway,2023,8303,1759,2212,4332,21.2,26.6,47.8,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05031,"Craighead County, Arkansas",Arkansas,AR,Craighead,2023,47150,7297,12801,27052,15.5,27.1,42.6,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05033,"Crawford County, Arkansas",Arkansas,AR,Crawford,2023,22994,3223,6785,12986,14.0,29.5,43.5,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05035,"Crittenden County, Arkansas",Arkansas,AR,Crittenden,2023,18338,3633,5870,8835,19.8,32.0,51.8,ARC of Mid-South Tennessee,42264,Tennessee Region,42R20,Southeast and Caribbean Division,D25,VI
05037,"Cross County, Arkansas",Arkansas,AR,Cross,2023,6524,1555,1798,3171,23.8,27.6,51.4,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05039,"Dallas County, Arkansas",Arkansas,AR,Dallas,2023,2425,407,987,1031,16.8,40.7,57.5,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05041,"Desha County, Arkansas",Arkansas,AR,Desha,2023,4750,1342,1552,1856,28.3,32.7,60.9,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05043,"Drew County, Arkansas",Arkansas,AR,Drew,2023,7004,1477,2438,3089,21.1,34.8,55.9,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05045,"Faulkner County, Arkansas",Arkansas,AR,Faulkner,2023,50963,5689,12846,32428,11.2,25.2,36.4,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05047,"Franklin County, Arkansas",Arkansas,AR,Franklin,2023,6878,1301,2164,3413,18.9,31.5,50.4,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05049,"Fulton County, Arkansas",Arkansas,AR,Fulton,2023,4808,867,2108,1833,18.0,43.8,61.9,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05051,"Garland County, Arkansas",Arkansas,AR,Garland,2023,45243,9264,12593,23386,20.5,27.8,48.3,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05053,"Grant County, Arkansas",Arkansas,AR,Grant,2023,6955,877,1783,4295,12.6,25.6,38.2,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05055,"Greene County, Arkansas",Arkansas,AR,Greene,2023,17926,3135,4513,10278,17.5,25.2,42.7,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05057,"Hempstead County, Arkansas",Arkansas,AR,Hempstead,2023,7454,1541,2483,3430,20.7,33.3,54.0,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05059,"Hot Spring County, Arkansas",Arkansas,AR,Hot Spring,2023,12101,2224,3904,5973,18.4,32.3,50.6,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05061,"Howard County, Arkansas",Arkansas,AR,Howard,2023,5169,1016,1741,2412,19.7,33.7,53.3,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05063,"Independence County, Arkansas",Arkansas,AR,Independence,2023,14515,2760,4074,7681,19.0,28.1,47.1,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05065,"Izard County, Arkansas",Arkansas,AR,Izard,2023,5027,1011,1953,2063,20.1,38.9,59.0,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05067,"Jackson County, Arkansas",Arkansas,AR,Jackson,2023,6094,1354,2249,2491,22.2,36.9,59.1,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05069,"Jefferson County, Arkansas",Arkansas,AR,Jefferson,2023,23885,5497,7994,10394,23.0,33.5,56.5,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05071,"Johnson County, Arkansas",Arkansas,AR,Johnson,2023,10047,2174,3264,4609,21.6,32.5,54.1,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05073,"Lafayette County, Arkansas",Arkansas,AR,Lafayette,2023,2564,726,806,1032,28.3,31.4,59.8,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05075,"Lawrence County, Arkansas",Arkansas,AR,Lawrence,2023,6437,1219,2306,2912,18.9,35.8,54.8,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05077,"Lee County, Arkansas",Arkansas,AR,Lee,2023,2641,772,977,892,29.2,37.0,66.2,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05079,"Lincoln County, Arkansas",Arkansas,AR,Lincoln,2023,3518,609,1135,1774,17.3,32.3,49.6,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05081,"Little River County, Arkansas",Arkansas,AR,Little River,2023,4790,887,1463,2440,18.5,30.5,49.1,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05083,"Logan County, Arkansas",Arkansas,AR,Logan,2023,8484,1270,2486,4728,15.0,29.3,44.3,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05085,"Lonoke County, Arkansas",Arkansas,AR,Lonoke,2023,29388,2796,7914,18678,9.5,26.9,36.4,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05087,"Madison County, Arkansas",Arkansas,AR,Madison,2023,6381,820,2455,3106,12.9,38.5,51.3,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05089,"Marion County, Arkansas",Arkansas,AR,Marion,2023,7296,1148,2660,3488,15.7,36.5,52.2,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05091,"Miller County, Arkansas",Arkansas,AR,Miller,2023,16311,3705,5113,7493,22.7,31.3,54.1,ARC serving East Texas,43784,North Texas Region,43R16,Southwest and Rocky Mountain Division,D22,VI
05093,"Mississippi County, Arkansas",Arkansas,AR,Mississippi,2023,15381,3303,4014,8064,21.5,26.1,47.6,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05095,"Monroe County, Arkansas",Arkansas,AR,Monroe,2023,2819,664,857,1298,23.6,30.4,54.0,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05097,"Montgomery County, Arkansas",Arkansas,AR,Montgomery,2023,3752,855,984,1913,22.8,26.2,49.0,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05099,"Nevada County, Arkansas",Arkansas,AR,Nevada,2023,3402,962,1129,1311,28.3,33.2,61.5,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05101,"Newton County, Arkansas",Arkansas,AR,Newton,2023,3049,385,1070,1594,12.6,35.1,47.7,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05103,"Ouachita County, Arkansas",Arkansas,AR,Ouachita,2023,8590,1569,2803,4218,18.3,32.6,50.9,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05105,"Perry County, Arkansas",Arkansas,AR,Perry,2023,3840,637,1146,2057,16.6,29.8,46.4,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05107,"Phillips County, Arkansas",Arkansas,AR,Phillips,2023,6179,1794,1939,2446,29.0,31.4,60.4,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05109,"Pike County, Arkansas",Arkansas,AR,Pike,2023,4120,946,1106,2068,23.0,26.8,49.8,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05111,"Poinsett County, Arkansas",Arkansas,AR,Poinsett,2023,9031,1865,2677,4489,20.7,29.6,50.3,ARC of Southeast Missouri and Northeast Arkansas,25060,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VII
05113,"Polk County, Arkansas",Arkansas,AR,Polk,2023,7884,1386,2591,3907,17.6,32.9,50.4,ARC serving Greater AR,04244,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
05115,"Pope County, Arkansas",Arkansas,AR,Pope,2023,24073,3957,7320,12796,16.4,30.4,46.8,ARC serving Northwest AR,04304,Missouri and Arkansas Region,25R16,Southwest and Rocky Mountain Division,D22,VI
